transaction_id,customer_id,transaction_ts,transaction_type,status,amount,currency,provider_reference,ingested_at
APPA00093,CUST031,2026-03-15T10:15:00Z,subscription_renewal,succeeded,29.00,USD,provider-appa00093,2026-03-15T10:20:00Z
APPA00039,CUST012,2026-01-21T10:15:00Z,refund,Succeeded,11.00,USD,provider-appa00039,2026-01-21T10:20:00Z
APPA00069,CUST012,2026-02-09T10:15:00Z,token_purchase,succeeded,10.00,USD,provider-appa00069,2026-02-09T10:20:00Z
APPA00061,CUST030,2026-02-03T10:15:00Z,subscription_renewal,succeeded,29.00,USD,provider-appa00061,2026-02-03T10:20:00Z
APPA00188,CUST064,2026-05-10T10:15:00Z,subscription_renewal,succeeded,74.00,GBP,provider-appa00188,2026-05-10T10:20:00Z
APPA00162,CUST038,2026-05-04T10:15:00Z,subscription_renewal,succeeded,44.00,EUR,provider-appa00162,2026-05-04T10:20:00Z
APPA00183,CUST059,2026-05-05T10:15:00Z,subscription_renewal,succeeded,59.00,GBP,provider-appa00183,2026-05-05T10:20:00Z
APPA00222,CUST067,2026-06-04T10:15:00Z,subscription_renewal,succeeded,44.00,USD,provider-appa00222,2026-06-04T10:20:00Z
APPA00122,CUST029,2026-04-04T10:15:00Z,subscription_renewal,succeeded,44.00,GBP,provider-appa00122,2026-04-04T10:20:00Z
APPA00065,CUST034,2026-02-07T10:15:00Z,subscription_renewal,succeeded,29.00,GBP,provider-appa00065,2026-02-07T10:20:00Z
APPA00102,CUST040,2026-03-04T10:15:00Z,subscription_renewal,succeeded,44.00,USD,provider-appa00102,2026-03-04T10:20:00Z
APPA00074,CUST027,2026-02-14T10:15:00Z,token_purchase,succeeded,22.00,USD,provider-appa00074-corrected,2026-02-14T16:20:00Z
APPA00171,CUST047,2026-05-13T10:15:00Z,subscription_renewal,succeeded,59.00,USD,provider-appa00171,2026-05-13T10:20:00Z
APPA00113,CUST033,2026-03-13T10:15:00Z,token_purchase,succeeded,22.00,EUR,provider-appa00113,2026-03-13T10:20:00Z
APPA00135,CUST042,2026-04-17T10:15:00Z,subscription_renewal,succeeded,59.00,USD,provider-appa00135,2026-04-17T10:20:00Z
APPA00239,CUST057,2026-06-21T10:15:00Z,refund,succeeded,11.00,USD,provider-appa00239,2026-06-21T10:20:00Z
APPA00241,UNKNOWN01,2026-01-24T10:15:00Z,token_purchase,succeeded,25.00,USD,provider-appa00241,2026-01-24T10:20:00Z
APPA00091,CUST029,2026-03-13T10:15:00Z,subscription_renewal,succeeded,59.00,GBP,provider-appa00091,2026-03-13T10:20:00Z
APPA00005,CUST005,2026-01-07T10:15:00Z,subscription_renewal,succeeded,29.00,USD,provider-appa00005,2026-01-07T10:20:00Z
APPA00010,CUST010,2026-01-12T10:15:00Z,subscription_renewal,succeeded,44.00,USD,provider-appa00010,2026-01-12T10:20:00Z
APPA00123,CUST030,2026-04-05T10:15:00Z,subscription_renewal,succeeded,59.00,USD,provider-appa00123,2026-04-05T10:20:00Z
APPA00203,CUST048,2026-06-05T10:15:00Z,subscription_renewal,succeeded,59.00,EUR,provider-appa00203,2026-06-05T10:20:00Z
APPA00127,CUST034,2026-04-09T10:15:00Z,subscription_renewal,succeeded,59.00,GBP,provider-appa00127,2026-04-09T10:20:00Z
APPA00092,CUST030,2026-03-14T10:15:00Z,subscription_renewal,succeeded,74.00,USD,provider-appa00092,2026-03-14T10:20:00Z
APPA00117,CUST045,2026-03-17T10:15:00Z,token_purchase,succeeded,34.00,USD,provider-appa00117,2026-03-17T10:20:00Z
APPA00116,CUST042,2026-03-16T10:15:00Z,token_purchase,succeeded,31.00,USD,provider-appa00116,2026-03-16T10:20:00Z
APPA00076,CUST033,2026-02-16T10:15:00Z,token_purchase,succeeded,31.00,EUR,provider-appa00076,2026-02-16T10:20:00Z
APPA00197,CUST063,2026-05-17T10:15:00Z,token_purchase,succeeded,34.00,EUR,provider-appa00197,2026-05-17T10:20:00Z
APPA00180,CUST056,2026-05-22T10:15:00Z,subscription_renewal,succeeded,74.00,USD,provider-appa00180,2026-05-22T10:20:00Z
APPA00228,CUST073,2026-06-10T10:15:00Z,subscription_renewal,succeeded,74.00,EUR,provider-appa00228,2026-06-10T10:20:00Z
APPA00154,CUST045,2026-04-14T10:15:00Z,token_purchase,succeeded,25.00,USD,provider-appa00154,2026-04-14T10:20:00Z
APPA00068,CUST037,2026-02-10T10:15:00Z,subscription_renewal,succeeded,74.00,USD,provider-appa00068,2026-02-10T10:20:00Z
APPA00059,CUST028,2026-02-21T10:15:00Z,subscription_renewal,failed,59.00,EUR,provider-appa00059,2026-02-21T10:20:00Z
APPA00009,CUST009,2026-01-11T10:15:00Z,subscription_renewal,succeeded,29.00,GBP,provider-appa00009,2026-01-11T10:20:00Z
APPA00209,CUST054,2026-06-11T10:15:00Z,subscription_renewal,succeeded,29.00,GBP,provider-appa00209,2026-06-11T10:20:00Z
APPA00031,CUST009,2026-01-11T10:15:00Z,token_purchase,succeeded,16.00,GBP,provider-appa00031,2026-01-11T10:20:00Z
APPA00104,CUST042,2026-03-06T10:15:00Z,subscription_renewal,succeeded,74.00,USD,provider-appa00104,2026-03-06T10:20:00Z
APPA00206,CUST051,2026-06-08T10:15:00Z,subscription_renewal,succeeded,44.00,USD,provider-appa00206,2026-06-08T10:20:00Z
APPA00037,CUST027,2026-01-17T10:15:00Z,token_purchase,succeeded,34.00,USD,provider-appa00037,2026-01-17T10:20:00Z
APPA00074,CUST027,2026-02-14T10:15:00Z,token_purchase,succeeded,25.00,USD,provider-appa00074,2026-02-14T10:20:00Z
APPA00217,CUST062,2026-06-19T10:15:00Z,subscription_renewal,succeeded,29.00,USD,provider-appa00217,2026-06-19T10:20:00Z
APPA00230,CUST051,2026-06-10T10:15:00Z,token_purchase,succeeded,13.00,USD,provider-appa00230,2026-06-10T10:20:00Z
APPA00075,CUST030,2026-02-15T10:15:00Z,token_purchase,succeeded,28.00,USD,provider-appa00075,2026-02-15T10:20:00Z
APPA00214,CUST059,2026-06-16T10:15:00Z,subscription_renewal,succeeded,44.00,GBP,provider-appa00214,2026-06-16T10:20:00Z
APPA00126,CUST033,2026-04-08T10:15:00Z,subscription_renewal,succeeded,44.00,EUR,provider-appa00126,2026-04-08T10:20:00Z
APPA00109,CUST021,2026-03-09T10:15:00Z,token_purchase,succeeded,10.00,USD,provider-appa00109,2026-03-09T10:20:00Z
APPA00134,CUST041,2026-04-16T10:15:00Z,subscription_renewal,succeeded,44.00,USD,provider-appa00134,2026-04-16T10:20:00Z
APPA00215,CUST060,2026-06-17T10:15:00Z,subscription_renewal,failed,59.00,USD,provider-appa00215,2026-06-17T10:20:00Z
APPA00186,CUST062,2026-05-08T10:15:00Z,subscription_renewal,succeeded,44.00,USD,provider-appa00186,2026-05-08T10:20:00Z
APPA00187,CUST063,2026-05-09T10:15:00Z,subscription_renewal,succeeded,59.00,EUR,provider-appa00187,2026-05-09T10:20:00Z
APPA00107,CUST045,2026-03-09T10:15:00Z,subscription_renewal,succeeded,59.00,USD,provider-appa00107,2026-03-09T10:20:00Z
APPA00198,CUST041,2026-05-20T10:15:00Z,refund,succeeded,7.00,USD,provider-appa00198,2026-05-20T10:20:00Z
APPA00056,CUST025,2026-02-18T10:15:00Z,subscription_renewal,succeeded,74.00,USD,provider-appa00056,2026-02-18T10:20:00Z
APPA00105,CUST043,2026-03-07T10:15:00Z,subscription_renewal,succeeded,29.00,EUR,provider-appa00105,2026-03-07T10:20:00Z
APPA00026,CUST026,2026-01-08T10:15:00Z,subscription_renewal,succeeded,44.00,USD,provider-appa00026,2026-01-08T10:20:00Z
APPA99999,CUST006,2026-06-15T10:15:00Z,token_purchase,succeeded,1,250.00,USD,provider-malformed-comma,2026-06-15T10:20:00Z
